ticker,name,exchange_name,industry,share_per_unit,nikkei225
9418,(株)ＵＳＥＮ−ＮＥＸＴ　ＨＯＬＤＩＮＧＳ,東証1部,情報・通信,100,
9419,(株)ワイヤレスゲート,東証1部,情報・通信,100,
9421,(株)エヌジェイホールディングス,東証JQS,情報・通信,100,
9422,コネクシオ(株),東証1部,情報・通信,100,
9423,(株)ＦＲＳ,東証JQS,情報・通信,100,
9424,日本通信(株),東証1部,情報・通信,100,
9425,日本テレホン(株),東証JQS,情報・通信,100,
9428,(株)クロップス,東証1部,情報・通信,100,
9432,日本電信電話(株),東証1部,情報・通信,100,1.0
9433,ＫＤＤＩ(株),東証1部,情報・通信,100,1.0
9434,ソフトバンク(株),東証1部,情報・通信,100,
9435,(株)光通信,東証1部,情報・通信,100,
9436,沖縄セルラー電話(株),東証JQS,情報・通信,100,
9437,(株)ＮＴＴドコモ,東証1部,情報・通信,100,1.0
9438,(株)エムティーアイ,東証1部,情報・通信,100,
9439,(株)エム・エイチ・グループ,東証JQS,サービス業,100,
9441,(株)ベルパーク,東証JQS,情報・通信,100,
9444,(株)トーシンホールディングス,東証JQS,情報・通信,100,
9445,(株)フォーバルテレコム,東証2部,情報・通信,100,
9446,(株)サカイホールディングス,東証JQS,情報・通信,100,
9449,ＧＭＯインターネット(株),東証1部,情報・通信,100,
9450,(株)ファイバーゲート,東証1部,情報・通信,100,
9466,(株)アイドママーケティングコミュニケーション,東証1部,情報・通信,100,
9467,(株)アルファポリス,マザーズ,情報・通信,100,
9468,(株)ＫＡＤＯＫＡＷＡ,東証1部,情報・通信,100,
9470,(株)学研ホールディングス,東証1部,情報・通信,100,
9471,(株)文溪堂,名証2部,情報・通信,100,
9474,(株)ゼンリン,東証1部,情報・通信,100,
9475,(株)昭文社ホールディングス,東証1部,情報・通信,100,
9476,(株)中央経済社ホールディングス,東証JQS,情報・通信,100,
9478,ＳＥホールディングス・アンド・インキュベーションズ(株),東証JQS,情報・通信,100,
9479,(株)インプレスホールディングス,東証1部,情報・通信,100,
9501,東京電力ホールディングス(株),東証1部,電気・ガス業,100,1.0
9502,中部電力(株),東証1部,電気・ガス業,100,1.0
9503,関西電力(株),東証1部,電気・ガス業,100,1.0
9504,中国電力(株),東証1部,電気・ガス業,100,
9505,北陸電力(株),東証1部,電気・ガス業,100,
9506,東北電力(株),東証1部,電気・ガス業,100,
9507,四国電力(株),東証1部,電気・ガス業,100,
9508,九州電力(株),東証1部,電気・ガス業,100,
9509,北海道電力(株),東証1部,電気・ガス業,100,
9511,沖縄電力(株),東証1部,電気・ガス業,100,
9513,Ｊ−ＰＯＷＥＲ,東証1部,電気・ガス業,100,
9514,(株)エフオン,東証1部,電気・ガス業,100,
9517,イーレックス(株),東証1部,電気・ガス業,100,
9519,(株)レノバ,東証1部,電気・ガス業,100,
9531,東京ガス(株),東証1部,電気・ガス業,100,1.0
9532,大阪ガス(株),東証1部,電気・ガス業,100,1.0
9533,東邦ガス(株),東証1部,電気・ガス業,100,
9534,北海道ガス(株),東証1部,電気・ガス業,100,
9535,広島ガス(株),東証1部,電気・ガス業,100,
9536,西部ガス(株),東証1部,電気・ガス業,100,
9537,北陸ガス(株),東証2部,電気・ガス業,100,
9539,京葉瓦斯(株),東証2部,電気・ガス業,100,
9543,静岡ガス(株),東証1部,電気・ガス業,100,
9551,メタウォーター(株),東証1部,電気・ガス業,100,
9600,(株)アイネット,東証1部,情報・通信,100,
9601,松竹(株),東証1部,情報・通信,100,
9602,東宝(株),東証1部,情報・通信,100,1.0
9603,(株)エイチ・アイ・エス,東証1部,サービス業,100,
9605,東映(株),東証1部,情報・通信,100,
9610,ウィルソン・ラーニング　ワールドワイド(株),東証JQS,サービス業,100,
9612,(株)ラックランド,東証1部,サービス業,100,
9613,(株)ＮＴＴデータ,東証1部,情報・通信,100,1.0
9616,(株)共立メンテナンス,東証1部,サービス業,100,
9619,(株)イチネンホールディングス,東証1部,サービス業,100,
9621,(株)建設技術研究所,東証1部,サービス業,100,
9622,(株)スペース,東証1部,サービス業,100,
9624,(株)長大,東証1部,サービス業,100,
9625,(株)セレスポ,東証JQS,サービス業,100,
9627,(株)アインホールディングス,東証1部,小売業,100,
9628,燦ホールディングス(株),東証1部,サービス業,100,
9629,ピー・シー・エー(株),東証1部,情報・通信,100,
9631,(株)東急レクリエーション,東証2部,サービス業,100,
9632,スバル興業(株),東証1部,サービス業,100,
9633,東京テアトル(株),東証1部,サービス業,100,
9635,武蔵野興業(株),東証2部,サービス業,100,
9636,(株)きんえい,東証2部,サービス業,100,
9637,オーエス(株),東証2部,サービス業,100,
9639,三協フロンテア(株),東証JQS,サービス業,100,
9640,(株)セゾン情報システムズ,東証JQS,情報・通信,100,
9641,サコス(株),東証JQS,サービス業,100,
9643,中日本興業(株),名証2部,サービス業,100,
9644,(株)タナベ経営,東証1部,サービス業,100,
9647,(株)協和コンサルタンツ,東証JQS,サービス業,100,
9651,日本プロセス(株),東証JQS,情報・通信,100,
9656,グリーンランドリゾート(株),東証2部,サービス業,100,
9658,(株)ビジネスブレイン太田昭和,東証1部,情報・通信,100,
9661,(株)歌舞伎座,東証2部,サービス業,100,
9663,(株)ナガワ,東証1部,サービス業,100,
9664,(株)御園座,名証2部,サービス業,100,
9671,(株)よみうりランド,東証1部,サービス業,100,
9672,東京都競馬(株),東証1部,サービス業,100,
9675,常磐興産(株),東証1部,サービス業,100,
9678,(株)カナモト,東証1部,サービス業,100,
9679,ホウライ(株),東証JQS,サービス業,100,
9681,(株)東京ドーム,東証1部,サービス業,100,
9682,(株)ＤＴＳ,東証1部,情報・通信,100,
9684,(株)スクウェア・エニックス・ホールディングス,東証1部,情報・通信,100,
9685,ＫＹＣＯＭホールディングス(株),東証JQS,情報・通信,100,
9686,東洋テック(株),東証2部,サービス業,100,
9687,(株)ＫＳＫ,東証JQS,情報・通信,100,
9691,(株)両毛システムズ,東証JQS,情報・通信,100,
9692,(株)シーイーシー,東証1部,情報・通信,100,
9695,(株)鴨川グランドホテル,東証JQS,サービス業,100,
9696,(株)ウィザス,東証JQS,サービス業,100,
9697,(株)カプコン,東証1部,情報・通信,100,
9698,(株)クレオ,東証JQS,情報・通信,100,
9699,西尾レントオール(株),東証1部,サービス業,100,
9701,(株)東京會舘,東証2部,サービス業,100,
9702,(株)アイ・エス・ビー,東証1部,情報・通信,100,
9704,(株)アゴーラ・ホスピタリティー・グループ,東証1部,サービス業,100,
9706,日本空港ビルデング(株),東証1部,不動産業,100,
9707,(株)ユニマット　リタイアメント・コミュニティ,東証JQS,サービス業,100,
9708,(株)帝国ホテル,東証2部,サービス業,100,
9709,ＮＣＳ＆Ａ(株),東証2部,情報・通信,100,
9713,(株)ロイヤルホテル,東証2部,サービス業,100,
9715,トランスコスモス(株),東証1部,サービス業,100,
9716,(株)乃村工藝社,東証1部,サービス業,100,
9717,(株)ジャステック,東証1部,情報・通信,100,
9719,ＳＣＳＫ(株),東証1部,情報・通信,100,
9720,(株)ホテル、ニューグランド,東証JQS,サービス業,100,
9722,藤田観光(株),東証1部,サービス業,100,
9723,(株)京都ホテル,東証2部,サービス業,100,
9726,ＫＮＴ−ＣＴホールディングス(株),東証1部,サービス業,100,
9728,日本管財(株),東証1部,サービス業,100,
9729,(株)トーカイ,東証1部,サービス業,100,
9731,(株)白洋舍,東証1部,サービス業,100,
9733,(株)ナガセ,東証JQS,サービス業,100,
9734,(株)精養軒,東証JQS,サービス業,100,
9735,セコム(株),東証1部,サービス業,100,1.0
9739,ＮＳＷ,東証1部,情報・通信,100,
9740,ＣＳＰ,東証1部,サービス業,100,
9742,(株)アイネス,東証1部,情報・通信,100,
9743,(株)丹青社,東証1部,サービス業,100,
9744,(株)メイテック,東証1部,サービス業,100,
9746,(株)ＴＫＣ,東証1部,情報・通信,100,
9749,富士ソフト(株),東証1部,情報・通信,100,
9753,アイエックス・ナレッジ(株),東証JQS,情報・通信,100,
9755,応用地質(株),東証1部,サービス業,100,
9757,(株)船井総研ホールディングス,東証1部,サービス業,100,
9758,ジャパンシステム(株),東証JQS,情報・通信,100,
9759,(株)ＮＳＤ,東証1部,情報・通信,100,
9760,(株)進学会ホールディングス,東証1部,サービス業,100,
9761,東海リース(株),東証2部,サービス業,100,
9763,丸紅建材リース(株),東証1部,卸売業,100,
9765,(株)オオバ,東証1部,サービス業,100,
9766,コナミホールディングス(株),東証1部,情報・通信,100,1.0
9767,日建工学(株),東証2部,サービス業,100,
9768,いであ(株),東証1部,サービス業,100,
9769,(株)学究社,東証1部,サービス業,100,
9776,札幌臨床検査センター(株),東証JQS,サービス業,100,
9778,(株)昴,東証JQS,サービス業,100,
9780,(株)ハリマビステム,東証JQS,サービス業,100,
9782,(株)ディーエムエス,東証JQS,サービス業,100,
9783,(株)ベネッセホールディングス,東証1部,サービス業,100,
9787,イオンディライト(株),東証1部,サービス業,100,
9788,(株)ナック,東証1部,サービス業,100,
9790,福井コンピュータホールディングス(株),東証1部,情報・通信,100,
9791,(株)ビケンテクノ,東証2部,サービス業,100,
9792,(株)ニチイ学館,東証1部,サービス業,100,
9793,(株)ダイセキ,東証1部,サービス業,100,
9795,(株)ステップ,東証1部,サービス業,100,
9797,大日本コンサルタント(株),東証2部,サービス業,100,
9799,旭情報サービス(株),東証2部,情報・通信,100,
9810,日鉄物産(株),東証1部,卸売業,100,
9812,(株)テーオーホールディングス,東証JQS,卸売業,100,
9816,(株)ストライダーズ,東証JQS,不動産業,100,
9818,大丸エナウィン(株),東証2部,卸売業,100,
9820,エムティジェネックス(株),東証JQS,不動産業,100,
9823,(株)マミーマート,東証JQS,小売業,100,
9824,泉州電業(株),東証1部,卸売業,100,
9827,リリカラ(株),東証JQS,卸売業,100,
9828,元気寿司(株),東証1部,小売業,100,
9829,(株)ながの東急百貨店,東証JQS,小売業,100,
9830,トラスコ中山(株),東証1部,卸売業,100,
9831,(株)ヤマダ電機,東証1部,小売業,100,
9832,(株)オートバックスセブン,東証1部,卸売業,100,
9835,(株)ジュンテンドー,東証2部,小売業,100,
9837,モリト(株),東証1部,卸売業,100,
9842,アークランドサカモト(株),東証1部,小売業,100,
9843,(株)ニトリホールディングス,東証1部,小売業,100,
9845,(株)パーカーコーポレーション,東証2部,化学,100,
9846,(株)天満屋ストア,東証2部,小売業,100,
9849,(株)共同紙販ホールディングス,東証JQS,卸売業,100,
9850,(株)グルメ杵屋,東証1部,小売業,100,
9852,ＣＢグループマネジメント(株),東証JQS,卸売業,100,
9853,(株)銀座ルノアール,東証JQS,小売業,100,
9854,愛眼(株),東証1部,小売業,100,
9856,(株)ケーユーホールディングス,東証1部,小売業,100,
9857,英和(株),東証2部,卸売業,100,
9861,(株)吉野家ホールディングス,東証1部,小売業,100,
9867,ソレキア(株),東証JQS,卸売業,100,
9869,加藤産業(株),東証1部,卸売業,100,
9872,北恵(株),東証1部,卸売業,100,
9873,日本ＫＦＣホールディングス(株),東証2部,小売業,100,
9876,(株)コックス,東証JQS,小売業,100,
9878,(株)セキド,東証2部,小売業,100,
9880,イノテック(株),東証1部,卸売業,100,
9882,(株)イエローハット,東証1部,卸売業,100,
9885,(株)シャルレ,東証2部,卸売業,100,
9887,(株)松屋フーズホールディングス,東証1部,小売業,100,
9888,(株)ＵＥＸ,東証JQS,卸売業,100,
9889,ＪＢＣＣホールディングス(株),東証1部,情報・通信,100,
9890,(株)マキヤ,東証JQS,小売業,100,
9895,(株)コンセック,東証JQS,卸売業,100,
9896,ＪＫホールディングス(株),東証1部,卸売業,100,
9900,(株)サガミホールディングス,東証1部,小売業,100,
9902,(株)日伝,東証1部,卸売業,100,
9903,(株)カンセキ,東証JQS,小売業,100,
9904,(株)ベリテ,東証2部,小売業,100,
9906,藤井産業(株),東証JQS,卸売業,100,
9908,Ｄｅｎｋｅｉ,東証JQS,卸売業,100,
9909,愛光電気(株),東証JQS,卸売業,100,
9913,日邦産業(株),東証JQS,卸売業,100,
9914,(株)植松商会,東証JQS,卸売業,100,
9919,(株)関西スーパーマーケット,東証1部,小売業,100,
9927,(株)ワットマン,東証JQS,小売業,100,
9928,(株)ミロク情報サービス,東証1部,情報・通信,100,
9929,平和紙業(株),東証2部,卸売業,100,
9930,北沢産業(株),東証1部,卸売業,100,
9932,杉本商事(株),東証1部,卸売業,100,
9934,因幡電機産業(株),東証1部,卸売業,100,
9936,(株)王将フードサービス,東証1部,小売業,100,
9941,太洋物産(株),東証JQS,卸売業,100,
9942,(株)ジョイフル,福証,小売業,100,
9945,(株)プレナス,東証1部,小売業,100,
9946,ミニストップ(株),東証1部,小売業,100,
9948,(株)アークス,東証1部,小売業,100,
9950,(株)ハチバン,東証JQS,小売業,100,
9955,(株)ヨンキュウ,東証JQS,卸売業,100,
9956,(株)バローホールディングス,東証1部,小売業,100,
9959,アシードホールディングス(株),東証2部,小売業,100,
9960,東テク(株),東証1部,卸売業,100,
9962,(株)ミスミグループ本社,東証1部,卸売業,100,
9964,(株)アイ・テック,東証JQS,卸売業,100,
9966,藤久(株),東証1部,小売業,100,
9967,堺商事(株),東証2部,卸売業,100,
9969,(株)ショクブン,東証2部,小売業,100,
9972,アルテック(株),東証1部,卸売業,100,
9973,(株)小僧寿し,東証JQS,小売業,100,
9974,(株)ベルク,東証1部,小売業,100,
9976,(株)セキチュー,東証JQS,小売業,100,
9977,(株)アオキスーパー,東証JQS,小売業,100,
9978,(株)文教堂グループホールディングス,東証JQS,小売業,100,
9979,(株)大庄,東証1部,小売業,100,
9980,ＭＲＫホールディングス(株),東証2部,小売業,100,
